time,pitch,int
2.046,--undefined--,42.219
2.047,--undefined--,41.898
2.048,--undefined--,41.614
2.049,--undefined--,41.371
2.050,--undefined--,41.184
2.051,--undefined--,41.053
2.052,--undefined--,40.977
2.053,--undefined--,40.954
2.054,--undefined--,40.982
2.055,--undefined--,41.056
2.056,--undefined--,41.174
2.057,--undefined--,41.333
2.058,--undefined--,41.529
2.059,--undefined--,41.764
2.060,--undefined--,42.024
2.061,--undefined--,42.306
2.062,--undefined--,42.603
2.063,--undefined--,42.907
2.064,--undefined--,43.210
2.065,--undefined--,43.504
2.066,--undefined--,43.780
2.067,--undefined--,44.033
2.068,--undefined--,44.257
2.069,--undefined--,44.451
2.070,--undefined--,44.605
2.071,--undefined--,44.720
2.072,--undefined--,44.796
2.073,--undefined--,44.834
2.074,--undefined--,44.834
2.075,--undefined--,44.798
2.076,--undefined--,44.730
2.077,--undefined--,44.632
2.078,--undefined--,44.510
2.079,--undefined--,44.364
2.080,--undefined--,44.204
2.081,--undefined--,44.033
2.082,--undefined--,43.853
2.083,--undefined--,43.667
2.084,--undefined--,43.477
2.085,--undefined--,43.282
2.086,--undefined--,43.081
2.087,--undefined--,42.872
2.088,--undefined--,42.653
2.089,--undefined--,42.416
2.090,--undefined--,42.166
2.091,--undefined--,41.899
2.092,--undefined--,41.614
2.093,--undefined--,41.310
2.094,--undefined--,40.991
2.095,--undefined--,40.660
2.096,--undefined--,40.326
2.097,--undefined--,39.998
2.098,--undefined--,39.688
2.099,--undefined--,39.404
2.100,--undefined--,39.169
2.101,--undefined--,38.993
2.102,--undefined--,38.881
2.103,--undefined--,38.839
2.104,--undefined--,38.863
2.105,--undefined--,38.946
2.106,--undefined--,39.079
2.107,--undefined--,39.249
2.108,--undefined--,39.442
2.109,--undefined--,39.654
2.110,--undefined--,39.864
2.111,--undefined--,40.069
2.112,--undefined--,40.261
2.113,--undefined--,40.435
2.114,--undefined--,40.587
2.115,--undefined--,40.714
2.116,--undefined--,40.812
2.117,--undefined--,40.879
2.118,--undefined--,40.914
2.119,--undefined--,40.913
2.120,--undefined--,40.876
2.121,--undefined--,40.802
2.122,--undefined--,40.692
2.123,--undefined--,40.544
2.124,--undefined--,40.360
2.125,--undefined--,40.142
2.126,--undefined--,39.891
2.127,--undefined--,39.611
2.128,--undefined--,39.308
2.129,--undefined--,38.979
2.130,--undefined--,38.644
2.131,--undefined--,38.308
2.132,--undefined--,37.978
2.133,--undefined--,37.664
2.134,--undefined--,37.375
2.135,--undefined--,37.118
2.136,--undefined--,36.902
2.137,--undefined--,36.730
2.138,--undefined--,36.606
2.139,--undefined--,36.527
2.140,--undefined--,36.498
2.141,--undefined--,36.513
2.142,--undefined--,36.572
2.143,--undefined--,36.671
2.144,--undefined--,36.807
2.145,--undefined--,36.976
2.146,--undefined--,37.175
2.147,--undefined--,37.398
2.148,--undefined--,37.639
2.149,--undefined--,37.896
2.150,--undefined--,38.153
2.151,--undefined--,38.405
2.152,--undefined--,38.647
2.153,--undefined--,38.871
2.154,--undefined--,39.074
2.155,--undefined--,39.250
2.156,--undefined--,39.397
2.157,--undefined--,39.512
2.158,--undefined--,39.595
2.159,--undefined--,39.646
2.160,--undefined--,39.666
2.161,--undefined--,39.658
2.162,--undefined--,39.627
2.163,--undefined--,39.578
2.164,--undefined--,39.518
2.165,--undefined--,39.452
2.166,--undefined--,39.390
2.167,--undefined--,39.337
2.168,--undefined--,39.298
2.169,--undefined--,39.279
2.170,--undefined--,39.282
2.171,--undefined--,39.308
2.172,--undefined--,39.354
2.173,--undefined--,39.419
2.174,--undefined--,39.499
2.175,--undefined--,39.591
2.176,--undefined--,39.693
2.177,--undefined--,39.805
2.178,--undefined--,39.924
2.179,--undefined--,40.057
2.180,--undefined--,40.199
2.181,--undefined--,40.355
2.182,--undefined--,40.529
2.183,--undefined--,40.721
2.184,--undefined--,40.932
2.185,--undefined--,41.161
2.186,--undefined--,41.407
2.187,--undefined--,41.664
2.188,--undefined--,41.928
2.189,--undefined--,42.198
2.190,--undefined--,42.458
2.191,--undefined--,42.705
2.192,--undefined--,42.936
2.193,--undefined--,43.144
2.194,--undefined--,43.326
2.195,--undefined--,43.480
2.196,--undefined--,43.603
2.197,--undefined--,43.694
2.198,--undefined--,43.755
2.199,--undefined--,43.788
2.200,--undefined--,43.794
2.201,--undefined--,43.779
2.202,--undefined--,43.748
2.203,--undefined--,43.710
2.204,--undefined--,43.671
2.205,--undefined--,43.639
2.206,--undefined--,43.622
2.207,--undefined--,43.627
2.208,--undefined--,43.656
2.209,--undefined--,43.712
2.210,--undefined--,43.791
2.211,--undefined--,43.889
2.212,--undefined--,43.999
2.213,--undefined--,44.113
2.214,--undefined--,44.223
2.215,--undefined--,44.322
2.216,--undefined--,44.403
2.217,--undefined--,44.461
2.218,--undefined--,44.493
2.219,--undefined--,44.497
2.220,--undefined--,44.473
2.221,--undefined--,44.424
2.222,--undefined--,44.355
2.223,--undefined--,44.270
2.224,--undefined--,44.178
2.225,--undefined--,44.086
2.226,--undefined--,44.006
2.227,--undefined--,43.946
2.228,--undefined--,43.915
2.229,--undefined--,43.923
2.230,--undefined--,43.971
2.231,--undefined--,44.063
2.232,--undefined--,44.195
2.233,--undefined--,44.364
2.234,--undefined--,44.562
2.235,--undefined--,44.782
2.236,--undefined--,45.017
2.237,--undefined--,45.258
2.238,--undefined--,45.498
2.239,--undefined--,45.737
2.240,--undefined--,45.962
2.241,--undefined--,46.172
2.242,--undefined--,46.366
2.243,--undefined--,46.541
2.244,--undefined--,46.698
2.245,--undefined--,46.837
2.246,--undefined--,46.958
2.247,--undefined--,47.064
2.248,--undefined--,47.156
2.249,--undefined--,47.239
2.250,--undefined--,47.312
2.251,--undefined--,47.380
2.252,--undefined--,47.447
2.253,--undefined--,47.514
2.254,--undefined--,47.584
2.255,--undefined--,47.658
2.256,--undefined--,47.736
2.257,--undefined--,47.820
2.258,--undefined--,47.906
2.259,--undefined--,47.997
2.260,--undefined--,48.085
2.261,--undefined--,48.169
2.262,--undefined--,48.246
2.263,--undefined--,48.313
2.264,--undefined--,48.368
2.265,--undefined--,48.408
2.266,--undefined--,48.431
2.267,--undefined--,48.436
2.268,--undefined--,48.424
2.269,--undefined--,48.394
2.270,--undefined--,48.351
2.271,--undefined--,48.300
2.272,--undefined--,48.247
2.273,--undefined--,48.200
2.274,--undefined--,48.169
2.275,--undefined--,48.165
2.276,--undefined--,48.197
2.277,--undefined--,48.273
2.278,--undefined--,48.396
2.279,--undefined--,48.573
2.280,--undefined--,48.792
2.281,--undefined--,49.047
2.282,--undefined--,49.330
2.283,--undefined--,49.631
2.284,--undefined--,49.940
2.285,--undefined--,50.250
2.286,--undefined--,50.555
2.287,--undefined--,50.852
2.288,--undefined--,51.141
2.289,297.569,51.429
2.290,293.771,51.708
2.291,292.349,51.984
2.292,292.102,52.263
2.293,291.938,52.548
2.294,291.803,52.843
2.295,291.678,53.146
2.296,287.047,53.459
2.297,285.587,53.780
2.298,285.484,54.104
2.299,285.383,54.434
2.300,285.281,54.755
2.301,285.174,55.064
2.302,280.627,55.360
2.303,279.205,55.638
2.304,279.118,55.894
2.305,279.035,56.128
2.306,278.952,56.336
2.307,278.868,56.517
2.308,278.780,56.671
2.309,278.686,56.799
2.310,278.584,56.897
2.311,278.471,56.967
2.312,278.345,57.008
2.313,278.203,57.022
2.314,278.040,57.008
2.315,277.863,56.967
2.316,277.675,56.896
2.317,277.486,56.797
2.318,277.310,56.669
2.319,277.160,56.505
2.320,277.041,56.312
2.321,276.953,56.087
2.322,276.891,55.826
2.323,276.851,55.529
2.324,276.829,55.193
2.325,276.821,54.818
2.326,276.825,54.402
2.327,281.466,53.944
2.328,282.888,53.443
2.329,282.934,52.887
2.330,282.983,52.297
2.331,283.035,51.668
2.332,283.093,51.001
2.333,283.158,50.302
2.334,283.233,49.579
2.335,283.321,48.841
2.336,283.425,48.105
2.337,283.547,47.389
2.338,--undefined--,46.715
2.339,--undefined--,46.093
2.340,--undefined--,45.568
2.341,--undefined--,45.150
2.342,--undefined--,44.845
2.343,--undefined--,44.658
2.344,--undefined--,44.587
2.345,--undefined--,44.625
2.346,--undefined--,44.768
2.347,--undefined--,45.009
2.348,--undefined--,45.341
2.349,--undefined--,45.770
2.350,--undefined--,46.267
2.351,--undefined--,46.825
2.352,--undefined--,47.430
2.353,--undefined--,48.065
2.354,--undefined--,48.715
2.355,--undefined--,49.364
2.356,--undefined--,49.999
2.357,--undefined--,50.610
2.358,--undefined--,51.187
2.359,--undefined--,51.736
2.360,--undefined--,52.231
2.361,--undefined--,52.676
2.362,--undefined--,53.071
2.363,--undefined--,53.413
2.364,--undefined--,53.702
2.365,--undefined--,53.937
2.366,--undefined--,54.118
2.367,--undefined--,54.245
2.368,--undefined--,54.319
2.369,--undefined--,54.340
2.370,--undefined--,54.308
2.371,--undefined--,54.226
2.372,--undefined--,54.095
2.373,--undefined--,53.918
2.374,--undefined--,53.696
2.375,--undefined--,53.433
2.376,--undefined--,53.132
2.377,--undefined--,52.796
2.378,--undefined--,52.430
2.379,--undefined--,52.031
2.380,--undefined--,51.618
2.381,--undefined--,51.195
2.382,--undefined--,50.767
2.383,--undefined--,50.342
2.384,--undefined--,49.929
2.385,--undefined--,49.538
2.386,--undefined--,49.178
2.387,--undefined--,48.858
2.388,--undefined--,48.587
2.389,--undefined--,48.366
2.390,--undefined--,48.206
2.391,--undefined--,48.106
2.392,--undefined--,48.062
2.393,--undefined--,48.069
2.394,--undefined--,48.121
2.395,--undefined--,48.208
2.396,--undefined--,48.323
2.397,--undefined--,48.456
2.398,--undefined--,48.599
2.399,--undefined--,48.749
2.400,--undefined--,48.895
2.401,--undefined--,49.034
2.402,--undefined--,49.165
2.403,--undefined--,49.286
2.404,--undefined--,49.398
2.405,--undefined--,49.503
2.406,--undefined--,49.604
2.407,--undefined--,49.705
2.408,--undefined--,49.814
2.409,--undefined--,49.939
2.410,--undefined--,50.085
2.411,--undefined--,50.259
2.412,--undefined--,50.471
2.413,--undefined--,50.727
2.414,--undefined--,51.032
2.415,--undefined--,51.391
2.416,--undefined--,51.803
2.417,--undefined--,52.270
2.418,--undefined--,52.786
2.419,--undefined--,53.363
2.420,--undefined--,53.972
2.421,--undefined--,54.612
2.422,--undefined--,55.279
2.423,--undefined--,55.966
2.424,--undefined--,56.663
2.425,--undefined--,57.363
2.426,--undefined--,58.057
2.427,--undefined--,58.741
2.428,--undefined--,59.404
2.429,--undefined--,60.058
2.430,--undefined--,60.672
2.431,--undefined--,61.251
2.432,--undefined--,61.794
2.433,--undefined--,62.297
2.434,--undefined--,62.761
2.435,--undefined--,63.182
2.436,--undefined--,63.561
2.437,--undefined--,63.897
2.438,--undefined--,64.189
2.439,--undefined--,64.445
2.440,--undefined--,64.657
2.441,--undefined--,64.829
2.442,--undefined--,64.965
2.443,--undefined--,65.069
2.444,--undefined--,65.144
2.445,--undefined--,65.194
2.446,--undefined--,65.223
2.447,--undefined--,65.238
2.448,--undefined--,65.242
2.449,--undefined--,65.242
2.450,--undefined--,65.241
2.451,--undefined--,65.245
2.452,--undefined--,65.257
2.453,--undefined--,65.280
2.454,--undefined--,65.315
2.455,--undefined--,65.362
2.456,--undefined--,65.423
2.457,--undefined--,65.494
2.458,--undefined--,65.576
2.459,--undefined--,65.668
2.460,--undefined--,65.766
2.461,--undefined--,65.869
2.462,--undefined--,65.977
2.463,--undefined--,66.089
2.464,--undefined--,66.205
2.465,--undefined--,66.325
2.466,--undefined--,66.449
2.467,--undefined--,66.577
2.468,--undefined--,66.710
2.469,--undefined--,66.850
2.470,--undefined--,66.992
2.471,--undefined--,67.138
2.472,--undefined--,67.287
2.473,--undefined--,67.438
2.474,--undefined--,67.591
2.475,--undefined--,67.743
2.476,--undefined--,67.893
2.477,--undefined--,68.040
2.478,--undefined--,68.181
2.479,--undefined--,68.318
2.480,--undefined--,68.444
2.481,--undefined--,68.560
2.482,--undefined--,68.665
2.483,--undefined--,68.758
2.484,--undefined--,68.838
2.485,--undefined--,68.905
2.486,--undefined--,68.959
2.487,--undefined--,68.998
2.488,--undefined--,69.024
2.489,--undefined--,69.035
2.490,--undefined--,69.031
2.491,--undefined--,69.012
2.492,--undefined--,68.976
2.493,--undefined--,68.923
2.494,--undefined--,68.850
2.495,--undefined--,68.756
2.496,--undefined--,68.639
2.497,--undefined--,68.497
2.498,--undefined--,68.327
2.499,--undefined--,68.122
2.500,--undefined--,67.888
2.501,--undefined--,67.619
2.502,--undefined--,67.313
2.503,--undefined--,66.968
2.504,--undefined--,66.581
2.505,--undefined--,66.151
2.506,--undefined--,65.676
2.507,--undefined--,65.155
2.508,--undefined--,64.587
2.509,--undefined--,63.955
2.510,--undefined--,63.283
2.511,--undefined--,62.562
2.512,--undefined--,61.790
2.513,--undefined--,60.964
2.514,--undefined--,60.086
2.515,--undefined--,59.154
2.516,--undefined--,58.170
2.517,--undefined--,57.135
2.518,--undefined--,56.053
2.519,--undefined--,54.904
2.520,--undefined--,53.738
2.521,--undefined--,52.558
2.522,--undefined--,51.379
2.523,--undefined--,50.233
2.524,--undefined--,49.157
2.525,--undefined--,48.197
2.526,--undefined--,47.394
2.527,--undefined--,46.774
2.528,--undefined--,46.338
2.529,--undefined--,46.059
2.530,--undefined--,45.907
2.531,--undefined--,45.836
2.532,--undefined--,45.805
2.533,--undefined--,45.786
2.534,--undefined--,45.761
2.535,--undefined--,45.715
2.536,--undefined--,45.641
2.537,--undefined--,45.536
2.538,--undefined--,45.398
2.539,--undefined--,45.223
2.540,--undefined--,45.021
2.541,--undefined--,44.794
2.542,--undefined--,44.544
2.543,--undefined--,44.278
2.544,--undefined--,44.002
2.545,--undefined--,43.723
2.546,--undefined--,43.446
2.547,--undefined--,43.178
2.548,--undefined--,42.924
2.549,--undefined--,42.681
2.550,--undefined--,42.462
2.551,--undefined--,42.264
2.552,--undefined--,42.084
2.553,--undefined--,41.922
2.554,--undefined--,41.776
2.555,--undefined--,41.644
2.556,--undefined--,41.527
2.557,--undefined--,41.423
2.558,--undefined--,41.334
2.559,--undefined--,41.261
2.560,--undefined--,41.208
2.561,--undefined--,41.177
2.562,--undefined--,41.170
2.563,--undefined--,41.187
2.564,--undefined--,41.232
2.565,--undefined--,41.304
2.566,--undefined--,41.407
2.567,--undefined--,41.542
2.568,--undefined--,41.711
2.569,--undefined--,41.924
2.570,--undefined--,42.175
2.571,--undefined--,42.468
2.572,--undefined--,42.804
2.573,--undefined--,43.179
2.574,--undefined--,43.588
2.575,--undefined--,44.022
2.576,--undefined--,44.471
2.577,--undefined--,44.924
2.578,--undefined--,45.369
2.579,--undefined--,45.808
2.580,--undefined--,46.215
2.581,--undefined--,46.590
2.582,--undefined--,46.931
2.583,--undefined--,47.237
2.584,--undefined--,47.508
2.585,--undefined--,47.747
2.586,--undefined--,47.960
2.587,--undefined--,48.152
2.588,--undefined--,48.333
2.589,--undefined--,48.518
2.590,--undefined--,48.712
2.591,--undefined--,48.927
2.592,--undefined--,49.172
2.593,--undefined--,49.453
2.594,--undefined--,49.771
2.595,--undefined--,50.123
2.596,--undefined--,50.501
2.597,--undefined--,50.897
2.598,--undefined--,51.299
2.599,--undefined--,51.706
2.600,--undefined--,52.093
2.601,--undefined--,52.457
2.602,--undefined--,52.793
2.603,--undefined--,53.098
2.604,--undefined--,53.366
2.605,205.098,53.598
2.606,205.101,53.792
2.607,205.102,53.949
2.608,205.101,54.069
2.609,205.097,54.157
2.610,205.092,54.212
2.611,205.086,54.237
2.612,205.079,54.238
2.613,205.073,54.218
2.614,205.066,54.181
2.615,205.061,54.129
2.616,205.056,54.068
2.617,205.053,54.000
2.618,205.051,53.928
2.619,205.051,53.853
2.620,205.053,53.779
2.621,205.059,53.706
2.622,205.067,53.635
2.623,205.078,53.566
2.624,205.093,53.499
2.625,205.112,53.434
2.626,205.134,53.370
2.627,205.161,53.307
2.628,205.191,53.245
2.629,205.224,53.183
2.630,205.260,53.123
2.631,197.058,53.064
2.632,194.626,53.007
2.633,194.653,52.950
2.634,194.678,52.895
2.635,194.700,52.839
2.636,194.720,52.784
2.637,194.738,52.728
2.638,194.755,52.670
2.639,194.770,52.610
2.640,194.786,52.548
2.641,194.801,52.485
2.642,194.818,52.419
2.643,194.836,52.352
2.644,194.861,52.285
2.645,194.902,52.217
2.646,195.011,52.152
2.647,193.849,52.090
2.648,193.372,52.032
2.649,193.280,51.979
2.650,193.234,51.933
2.651,193.211,51.893
2.652,--undefined--,51.859
2.653,--undefined--,51.829
2.654,--undefined--,51.802
2.655,--undefined--,51.774
2.656,--undefined--,51.743
2.657,--undefined--,51.704
2.658,--undefined--,51.656
2.659,--undefined--,51.594
2.660,--undefined--,51.518
2.661,--undefined--,51.425
2.662,--undefined--,51.316
2.663,--undefined--,51.190
2.664,642.309,51.050
2.665,642.436,50.898
2.666,642.591,50.740
2.667,642.731,50.578
2.668,642.854,50.420
2.669,642.961,50.266
2.670,643.052,50.126
2.671,643.129,50.000
2.672,643.194,49.889
2.673,643.248,49.789
2.674,643.293,49.696
2.675,643.330,49.605
2.676,643.363,49.508
2.677,643.394,49.397
2.678,643.426,49.266
2.679,643.464,49.103
2.680,643.513,48.909
2.681,643.579,48.676
2.682,643.672,48.402
2.683,643.806,48.084
2.684,644.006,47.722
2.685,--undefined--,47.316
2.686,--undefined--,46.871
2.687,--undefined--,46.392
2.688,--undefined--,45.886
2.689,--undefined--,45.355
2.690,--undefined--,44.831
2.691,--undefined--,44.328
2.692,--undefined--,43.864
2.693,--undefined--,43.464
2.694,--undefined--,43.151
2.695,--undefined--,42.949
2.696,--undefined--,42.873
2.697,--undefined--,42.935
2.698,--undefined--,43.136
2.699,--undefined--,43.476
2.700,--undefined--,43.930
2.701,--undefined--,44.480
2.702,--undefined--,45.106
2.703,--undefined--,45.786
2.704,--undefined--,46.502
2.705,--undefined--,47.235
2.706,--undefined--,47.973
2.707,--undefined--,48.705
2.708,--undefined--,49.423
2.709,--undefined--,50.141
2.710,--undefined--,50.833
2.711,--undefined--,51.507
2.712,--undefined--,52.172
2.713,--undefined--,52.832
2.714,--undefined--,53.496
2.715,--undefined--,54.167
2.716,--undefined--,54.851
2.717,--undefined--,55.551
2.718,--undefined--,56.265
2.719,--undefined--,57.010
2.720,--undefined--,57.752
2.721,--undefined--,58.492
2.722,--undefined--,59.228
2.723,--undefined--,59.951
2.724,--undefined--,60.653
2.725,--undefined--,61.329
2.726,--undefined--,61.972
2.727,--undefined--,62.578
2.728,--undefined--,63.141
2.729,--undefined--,63.672
2.730,--undefined--,64.148
2.731,--undefined--,64.575
2.732,--undefined--,64.955
2.733,--undefined--,65.286
2.734,--undefined--,65.570
2.735,--undefined--,65.807
2.736,--undefined--,65.998
2.737,--undefined--,66.144
2.738,--undefined--,66.247
2.739,--undefined--,66.307
2.740,--undefined--,66.326
2.741,--undefined--,66.304
2.742,--undefined--,66.246
2.743,--undefined--,66.151
2.744,--undefined--,66.022
2.745,--undefined--,65.860
2.746,--undefined--,65.667
2.747,--undefined--,65.443
2.748,--undefined--,65.191
2.749,--undefined--,64.903
2.750,--undefined--,64.591
2.751,--undefined--,64.253
2.752,--undefined--,63.887
2.753,--undefined--,63.492
2.754,--undefined--,63.068
2.755,--undefined--,62.615
2.756,--undefined--,62.131
2.757,--undefined--,61.615
2.758,--undefined--,61.067
2.759,--undefined--,60.473
2.760,--undefined--,59.852
2.761,--undefined--,59.198
2.762,--undefined--,58.509
2.763,--undefined--,57.783
2.764,--undefined--,57.021
2.765,--undefined--,56.226
2.766,--undefined--,55.400
2.767,--undefined--,54.548
2.768,--undefined--,53.677
2.769,--undefined--,52.776
2.770,--undefined--,51.891
2.771,--undefined--,51.028
2.772,--undefined--,50.203
2.773,--undefined--,49.436
2.774,--undefined--,48.748
2.775,--undefined--,48.154
2.776,--undefined--,47.663
2.777,--undefined--,47.273
2.778,--undefined--,46.976
2.779,--undefined--,46.751
2.780,--undefined--,46.586
2.781,--undefined--,46.462
2.782,--undefined--,46.362
2.783,--undefined--,46.274
2.784,--undefined--,46.192
2.785,--undefined--,46.112
2.786,--undefined--,46.034
2.787,--undefined--,45.957
2.788,--undefined--,45.886
2.789,--undefined--,45.824
2.790,--undefined--,45.775
2.791,--undefined--,45.743
2.792,--undefined--,45.729
2.793,--undefined--,45.733
2.794,--undefined--,45.756
2.795,--undefined--,45.796
2.796,--undefined--,45.851
2.797,--undefined--,45.919
2.798,--undefined--,45.998
2.799,--undefined--,46.092
2.800,--undefined--,46.197
2.801,676.105,46.320
2.802,675.763,46.467
2.803,675.434,46.643
2.804,675.231,46.857
2.805,675.140,47.113
2.806,675.143,47.415
2.807,675.226,47.764
2.808,675.376,48.154
2.809,675.582,48.587
2.810,675.843,49.038
2.811,676.160,49.498
2.812,676.547,49.956
2.813,677.032,50.402
2.814,677.664,50.825
2.815,678.464,51.216
2.816,679.485,51.567
2.817,680.703,51.873
2.818,682.007,52.129
2.819,683.224,52.336
2.820,684.247,52.484
2.821,685.048,52.575
2.822,685.661,52.608
2.823,686.138,52.584
2.824,686.526,52.504
2.825,--undefined--,52.371
2.826,--undefined--,52.190
2.827,--undefined--,51.968
2.828,--undefined--,51.718
2.829,--undefined--,51.455
2.830,--undefined--,51.217
2.831,--undefined--,51.040
2.832,--undefined--,50.971
2.833,--undefined--,51.057
2.834,--undefined--,51.332
2.835,--undefined--,51.804
2.836,--undefined--,52.452
2.837,--undefined--,53.234
2.838,--undefined--,54.100
2.839,--undefined--,55.028
2.840,--undefined--,55.952
2.841,--undefined--,56.856
2.842,--undefined--,57.733
2.843,--undefined--,58.573
2.844,--undefined--,59.373
2.845,--undefined--,60.131
2.846,--undefined--,60.846
2.847,--undefined--,61.520
2.848,--undefined--,62.152
2.849,--undefined--,62.755
2.850,--undefined--,63.310
2.851,--undefined--,63.821
2.852,--undefined--,64.293
2.853,--undefined--,64.723
2.854,--undefined--,65.111
2.855,--undefined--,65.455
2.856,--undefined--,65.753
2.857,--undefined--,66.004
2.858,--undefined--,66.204
2.859,--undefined--,66.356
2.860,--undefined--,66.450
2.861,--undefined--,66.489
2.862,--undefined--,66.471
2.863,--undefined--,66.394
2.864,--undefined--,66.258
2.865,--undefined--,66.062
2.866,--undefined--,65.805
2.867,--undefined--,65.487
2.868,--undefined--,65.110
2.869,--undefined--,64.663
2.870,--undefined--,64.165
2.871,--undefined--,63.616
2.872,--undefined--,63.017
2.873,--undefined--,62.375
2.874,--undefined--,61.697
2.875,--undefined--,60.995
2.876,--undefined--,60.281
2.877,--undefined--,59.570
2.878,--undefined--,58.878
2.879,650.346,58.206
2.880,649.149,57.592
2.881,647.931,57.038
2.882,646.998,56.546
2.883,646.246,56.118
2.884,645.608,55.752
2.885,617.339,55.445
2.886,608.742,55.196
2.887,608.542,55.006
2.888,608.381,54.878
2.889,608.241,54.816
2.890,608.106,54.826
2.891,607.966,54.905
2.892,607.814,55.049
2.893,607.646,55.248
2.894,607.455,55.488
2.895,607.247,55.752
2.896,607.023,56.025
2.897,606.786,56.292
2.898,606.539,56.539
2.899,606.288,56.761
2.900,606.038,56.940
2.901,605.792,57.074
2.902,605.555,57.159
2.903,605.331,57.192
2.904,605.116,57.172
2.905,604.917,57.096
2.906,604.732,56.966
2.907,604.556,56.781
2.908,604.387,56.543
2.909,604.217,56.246
2.910,604.041,55.903
2.911,603.853,55.516
2.912,603.650,55.086
2.913,603.426,54.621
2.914,603.176,54.129
2.915,602.907,53.621
2.916,602.620,53.110
2.917,602.317,52.614
2.918,602.008,52.154
2.919,601.704,51.741
2.920,601.418,51.409
2.921,601.169,51.167
2.922,600.970,51.018
2.923,600.838,50.956
2.924,600.786,50.968
2.925,600.827,51.036
2.926,600.967,51.139
2.927,601.204,51.257
2.928,601.537,51.373
2.929,601.958,51.475
2.930,602.456,51.550
2.931,603.018,51.593
2.932,603.624,51.598
2.933,604.253,51.564
2.934,604.902,51.490
2.935,605.536,51.376
2.936,606.147,51.224
2.937,606.731,51.037
2.938,607.281,50.817
2.939,607.795,50.564
2.940,608.271,50.291
2.941,608.711,49.999
2.942,609.114,49.693
2.943,609.484,49.378
2.944,609.828,49.057
2.945,610.138,48.736
2.946,610.419,48.418
2.947,610.671,48.107
2.948,610.899,47.805
2.949,611.102,47.511
2.950,611.283,47.235
2.951,--undefined--,46.978
2.952,--undefined--,46.740
2.953,--undefined--,46.522
2.954,--undefined--,46.324
2.955,--undefined--,46.147
2.956,--undefined--,45.988
2.957,--undefined--,45.845
2.958,--undefined--,45.715
2.959,--undefined--,45.592
2.960,--undefined--,45.475
2.961,--undefined--,45.359
2.962,--undefined--,45.240
2.963,--undefined--,45.118
2.964,--undefined--,44.990
2.965,--undefined--,44.860
2.966,--undefined--,44.730
2.967,--undefined--,44.608
2.968,--undefined--,44.501
2.969,--undefined--,44.416
2.970,--undefined--,44.365
2.971,--undefined--,44.356
2.972,--undefined--,44.391
2.973,--undefined--,44.472
2.974,--undefined--,44.595
2.975,--undefined--,44.752
2.976,--undefined--,44.934
2.977,--undefined--,45.130
2.978,--undefined--,45.327
2.979,--undefined--,45.521
2.980,--undefined--,45.695
2.981,--undefined--,45.846
2.982,--undefined--,45.971
2.983,--undefined--,46.069
2.984,--undefined--,46.144
2.985,--undefined--,46.203
2.986,--undefined--,46.259
2.987,--undefined--,46.334
2.988,--undefined--,46.456
2.989,--undefined--,46.666
2.990,--undefined--,46.994
2.991,--undefined--,47.472
2.992,--undefined--,48.111
2.993,--undefined--,48.901
2.994,--undefined--,49.810
2.995,--undefined--,50.799
2.996,--undefined--,51.827
2.997,--undefined--,52.861
2.998,--undefined--,53.874
2.999,--undefined--,54.871
3.000,--undefined--,55.803
3.001,--undefined--,56.673
3.002,--undefined--,57.485
3.003,--undefined--,58.236
3.004,--undefined--,58.927
3.005,--undefined--,59.558
3.006,--undefined--,60.133
3.007,--undefined--,60.652
3.008,--undefined--,61.119
3.009,--undefined--,61.544
3.010,--undefined--,61.917
3.011,--undefined--,62.245
3.012,--undefined--,62.531
3.013,--undefined--,62.779
3.014,--undefined--,62.991
3.015,--undefined--,63.167
3.016,--undefined--,63.308
3.017,--undefined--,63.415
3.018,--undefined--,63.488
3.019,--undefined--,63.527
3.020,--undefined--,63.530
3.021,--undefined--,63.496
3.022,--undefined--,63.425
3.023,--undefined--,63.318
3.024,--undefined--,63.173
3.025,--undefined--,62.992
3.026,--undefined--,62.775
3.027,--undefined--,62.524
3.028,--undefined--,62.242
3.029,--undefined--,61.926
3.030,--undefined--,61.591
3.031,--undefined--,61.238
3.032,--undefined--,60.871
3.033,--undefined--,60.495
3.034,--undefined--,60.112
3.035,--undefined--,59.727
3.036,--undefined--,59.342
3.037,--undefined--,58.956
3.038,--undefined--,58.569
3.039,--undefined--,58.171
3.040,--undefined--,57.774
3.041,--undefined--,57.371
3.042,--undefined--,56.958
3.043,--undefined--,56.535
3.044,--undefined--,56.103
3.045,--undefined--,55.664
3.046,612.213,55.221
3.047,611.180,54.781
3.048,610.124,54.350
3.049,609.286,53.924
3.050,608.553,53.525
3.051,607.868,53.153
3.052,607.188,52.808
3.053,582.643,52.493
3.054,575.066,52.206
3.055,574.704,51.949
3.056,574.345,51.723
3.057,573.988,51.530
3.058,573.632,51.378
3.059,573.282,51.276
3.060,572.946,51.240
3.061,572.639,51.283
3.062,572.377,51.416
3.063,572.183,51.646
3.064,572.077,51.971
3.065,572.075,52.381
3.066,572.180,52.861
3.067,572.385,53.388
3.068,572.677,53.942
3.069,573.043,54.515
3.070,573.465,55.071
3.071,573.925,55.601
3.072,574.405,56.098
3.073,574.891,56.556
3.074,575.379,56.969
3.075,575.848,57.332
3.076,576.298,57.644
3.077,576.734,57.903
3.078,577.156,58.107
3.079,577.573,58.260
